Date,Price,Quatity Sold
Jun 28 2017 01: +0,0.03,6315
Jun 29 2017 01: +0,0.03,5821
Jun 30 2017 01: +0,0.03,5969
Jul 01 2017 01: +0,0.03,7532
Jul 02 2017 01: +0,0.03,8310
Jul 03 2017 01: +0,0.03,6389
Jul 04 2017 01: +0,0.03,5600
Jul 05 2017 01: +0,0.03,5672
Jul 06 2017 01: +0,0.03,4743
Jul 07 2017 01: +0,0.03,8010
Jul 08 2017 01: +0,0.03,5288
Jul 09 2017 01: +0,0.03,6111
Jul 10 2017 01: +0,0.03,6969
Jul 11 2017 01: +0,0.03,6579
Jul 12 2017 01: +0,0.03,9676
Jul 13 2017 01: +0,0.03,6385
Jul 14 2017 01: +0,0.03,6912
Jul 15 2017 01: +0,0.03,9532
Jul 16 2017 01: +0,0.03,8227
Jul 17 2017 01: +0,0.03,9455
Jul 18 2017 01: +0,0.03,6021
Jul 19 2017 01: +0,0.03,6923
Jul 20 2017 01: +0,0.03,6649
Jul 21 2017 01: +0,0.03,7204
Jul 22 2017 01: +0,0.03,5472
Jul 23 2017 01: +0,0.03,7451
Jul 24 2017 01: +0,0.03,7297
Jul 25 2017 01: +0,0.03,8713
Jul 26 2017 01: +0,0.03,9576
Jul 27 2017 01: +0,0.03,8189
Jul 28 2017 01: +0,0.03,10718
Jul 29 2017 01: +0,0.03,9109
Jul 30 2017 01: +0,0.03,7274
Jul 31 2017 01: +0,0.03,9276
Aug 01 2017 01: +0,0.03,6795
Aug 02 2017 01: +0,0.03,10648
Aug 03 2017 01: +0,0.03,8834
Aug 04 2017 01: +0,0.03,7440
Aug 05 2017 01: +0,0.03,7382
Aug 06 2017 01: +0,0.03,7337
Aug 07 2017 01: +0,0.03,6633
Aug 08 2017 01: +0,0.03,8668
Aug 09 2017 01: +0,0.03,11014
Aug 10 2017 01: +0,0.03,7793
Aug 11 2017 01: +0,0.03,7132
Aug 12 2017 01: +0,0.03,7894
Aug 13 2017 01: +0,0.03,7402
